Core-index	Vocab-KO-Index	Sent-KO-Index	New-Opt-Voc-Index	Opt-Voc-Index	Opt-Sen-Index	"jlpt "	Vocab-expression	Vocab-kana	Vocab-meaning	Vocab-pos	Sentence-expression	Sentence-kana	Sentence-meaning	Vocab-furigana	Sentence-furigana	Sentence-Cloze
4614	1008	1009	5542	5541	4660	JLPT1	放射能	ほうしゃのう	radioactivity	Noun	この地区は<b>放射能</b>に汚染されたんだ。	この ちく は <b>ほうしゃのう</b> に おせん された ん だ	This area has been contaminated by radioactivity.	放射能[ほうしゃのう]	この 地区[ちく]は<b> 放射能[ほうしゃのう]</b>に 汚染[おせん]されたんだ。	この 地区[ちく]は<b>（　）</b>に 汚染[おせん]されたんだ。
4615	1089	1090	5629	5628	4945	JLPT1	暴力	ぼうりょく	violence, force	Noun	<b>暴力</b>はいけません。	<b>ぼうりょく</b> は いけません	Violence is wrong.	暴力[ぼうりょく]	<b> 暴力[ぼうりょく]</b>はいけません。	<b>（　）</b>はいけません。
4616	897	1021	5441	5440	4702	JLPT2	我々	われわれ	we	Noun	<b>我々</b>の決意は固いです。	<b>われわれ</b> の けつい は かたい です	Our decision is firm.	我々[われわれ]	<b> 我々[われわれ]</b>の 決意[けつい]は 固[かた]いです。	<b>（　）</b>の 決意[けつい]は 固[かた]いです。
4617	374	375	4657	4656	2515	JLPT1	動力	どうりょく	power	Noun	この車の<b>動力</b>は電気です。	この くるま の <b>どうりょく</b> は でんき です	This car is powered by electricity.	動力[どうりょく]	この 車[くるま]の<b> 動力[どうりょく]</b>は 電気[でんき]です。	この 車[くるま]の<b>（　）</b>は 電気[でんき]です。
4618	1042	1350	5584	5583	5287	JLPT2	鳴らす	ならす	ring, sound	Verb	お坊さんが鐘を<b>鳴らしています</b>ね。	おぼうさん が かね を <b>ならして います</b> ね	The priest is ringing the gong.	鳴[な]らす	お 坊[ぼう]さんが 鐘[かね]を<b> 鳴[な]らしています</b>ね。	お 坊[ぼう]さんが 鐘[かね]を<b>（　）</b>ね。
4619	754	755	5236	5235	3906	JLPT2	南極	なんきょく	South Pole	Noun	<b>南極</b>でペンギンを見ました。	<b>なんきょく</b> で ぺんぎん を みました	I saw some penguins at the South Pole.	南極[なんきょく]	<b> 南極[なんきょく]</b>でペンギンを 見[み]ました。	<b>（　）</b>でペンギンを 見[み]ました。
4620	252	1087	4400	4399	4935	JLPT2	物理	ぶつり	physics, natural law	Noun	彼は<b>物理</b>を専攻している。	かれ は <b>ぶつり</b> を せんこう して いる	He majors in physics.	物理[ぶつり]	彼[かれ]は<b> 物理[ぶつり]</b>を 専攻[せんこう]している。	彼[かれ]は<b>（　）</b>を 専攻[せんこう]している。
4621	1091	1092	5631	5630	4952	JLPT2	絶えず	たえず	constantly, always	Adverb	今日は<b>絶えず</b>電話が鳴りました。	きょう は <b>たえず</b> でんわ が なりました	The telephone didn't stop ringing today.	絶[た]えず	今日[きょう]は<b> 絶[た]えず</b> 電話[でんわ]が 鳴[な]りました。	今日[きょう]は<b>（　）</b> 電話[でんわ]が 鳴[な]りました。
4622	881	882	5414	5413	4284	JLPT2	独特	どくとく	peculiarity, uniqueness	Adjective	彼の服のセンスは<b>独特</b>よね。	かれ の ふく の せんす は <b>どくとく</b> よ ね	His sense of style is unique.	独特[どくとく]	彼[かれ]の 服[ふく]のセンスは<b> 独特[どくとく]</b>よね。	彼[かれ]の 服[ふく]のセンスは<b>（　）</b>よね。
4623	1263	1264	5723	5722	5165	JLPT2	皮肉	ひにく	cynicism, irony	Adjectival Noun	彼は<b>皮肉</b>ばかり言います。	かれ は <b>ひにく</b> ばかり いいます	He always says sarcastic things.	皮肉[ひにく]	彼[かれ]は<b> 皮肉[ひにく]</b>ばかり 言[い]います。	彼[かれ]は<b>（　）</b>ばかり 言[い]います。
4624	1072	1363	5608	5607	5318	JLPT2	突っ込む	つっこむ	thrust in, dash into	Verb	ポケットに財布を<b>突っ込んじゃった</b>。	ぽけっと に さいふ を <b>つっこん じゃった</b>	I thrust my wallet into my pocket.	突[つ]っ 込[こ]む	ポケットに 財布[さいふ]を<b> 突[つ]っ 込[こ]んじゃった</b>。	ポケットに 財布[さいふ]を<b>（　）</b>。
4625	525	526	4961	4960	3267	JLPT2	願い	ねがい	wish, request	Noun	世界の平和が私たちの<b>願い</b>です。	せかい の へいわ が わたし たち の <b>ねがい</b> です	Our wish is for world peace.	願[ねが]い	世界[せかい]の 平和[へいわ]が 私[わたし]たちの<b> 願[ねが]い</b>です。	世界[せかい]の 平和[へいわ]が 私[わたし]たちの<b>（　）</b>です。
4626	939	940	5479	5478	4447	JLPT0	ノーベル賞	ノーベルしょう	Nobel Prize	Noun	日本人が<b>ノーベル賞</b>を取ったよ。	にほんじん が <b>のーべるしょう</b> を とった よ	A Japanese person won the Nobel prize.	ノーベル 賞[しょう]	日本人[にほんじん]が<b>ノーベル 賞[しょう]</b>を 取[と]ったよ。	日本人[にほんじん]が<b>（　）</b>を 取[と]ったよ。
4627	470	975	4885	4884	4570	JLPT2	平等	びょうどう	equality, impartiality	Adjectival Noun	あの先生は生徒をみな<b>平等</b>に扱います。	あの せんせい は せいと を みな <b>びょうどう</b> に あつかいます	That teacher treats all students equally.	平等[びょうどう]	あの 先生[せんせい]は 生徒[せいと]をみな<b> 平等[びょうどう]</b>に 扱[あつか]います。	あの 先生[せんせい]は 生徒[せいと]をみな<b>（　）</b>に 扱[あつか]います。
4628	0	1397	4454	4459	5362	JLPT2	レンズ	レンズ	lens	Noun	眼鏡の<b>レンズ</b>を替えました。	めがね の <b>れんず</b> を かえました	I had the lenses in my glasses changed.	レンズ	眼鏡[めがね]の<b>レンズ</b>を 替[か]えました。	眼鏡[めがね]の<b>（　）</b>を 替[か]えました。
4629	1098	1099	5644	5643	4969	JLPT0	徹底的	てっていてき	thorough, exhaustive	Adjective	部屋の中を<b>徹底的</b>に探しました。	へや の なか を <b>てっていてき</b> に さがしました	I searched inside the room thoroughly.	徹底的[てっていてき]	部屋[へや]の 中[なか]を<b> 徹底的[てっていてき]</b>に 探[さが]しました。	部屋[へや]の 中[なか]を<b>（　）</b>に 探[さが]しました。
4630	1632	1694	5896	5895	5732	JLPT2	牧場	ぼくじょう	stock farm, pasture	Noun	叔父は<b>牧場</b>を持っているんだ。	おじ は <b>ぼくじょう</b> を もって いる ん だ	My uncle has a ranch.	牧場[ぼくじょう]	叔父[おじ]は<b> 牧場[ぼくじょう]</b>を 持[も]っているんだ。	叔父[おじ]は<b>（　）</b>を 持[も]っているんだ。
4631	1653	1654	5912	5911	5680	JLPT2	見舞う	みまう	visit someone	Verb	昨日友人を<b>見舞った</b>の。	きのう ゆうじん を <b>みまった</b> の	I went to visit a friend in hospital yesterday.	見舞[みま]う	昨日友人[きのう ゆうじん]を<b> 見舞[みま]った</b>の。	昨日友人[きのう ゆうじん]を<b>（　）</b>の。
4632	1024	1398	5560	5559	5368	JLPT1	催す	もよおす	feel, experience	Verb	静かな音楽で眠気を<b>催した</b>よ。	しずか な おんがく で ねむけ を <b>もよおした</b> よ	I felt sleepy due to the quiet music.	催[もよお]す	静[しず]かな 音楽[おんがく]で 眠気[ねむけ]を<b> 催[もよお]した</b>よ。	静[しず]かな 音楽[おんがく]で 眠気[ねむけ]を<b>（　）</b>よ。
4633	611	1022	5073	5072	4707	JLPT1	対比	たいひ	contrast, comparison	Verbal Noun	この絵は赤と黒の<b>対比</b>が美しいですね。	この え は あか と くろ の <b>たいひ</b> が うつくしい です ね	The contrast of the red and black in this picture is beautiful.	対比[たいひ]	この 絵[え]は 赤[あか]と 黒[くろ]の<b> 対比[たいひ]</b>が 美[うつく]しいですね。	この 絵[え]は 赤[あか]と 黒[くろ]の<b>（　）</b>が 美[うつく]しいですね。
4634	479	480	4899	4898	3113	JLPT2	疲れ	つかれ	fatigue, exhaustion	Noun	最近<b>疲れ</b>がたまっています。	さいきん <b>つかれ</b> が たまって います	My fatigue is building up these days.	疲[つか]れ	最近[さいきん]<b> 疲[つか]れ</b>がたまっています。	最近[さいきん]<b>（　）</b>がたまっています。
4635	1483	1484	5841	5840	5474	JLPT3	展覧会	てんらんかい	exhibition	Noun	昨日、絵の<b>展覧会</b>に行ってきました。	きのう え の <b>てんらんかい</b> に いって きました	I went to an exhibition yesterday.	展覧会[てんらんかい]	昨日[きのう]、 絵[え]の<b> 展覧会[てんらんかい]</b>に 行[い]ってきました。	昨日[きのう]、 絵[え]の<b>（　）</b>に 行[い]ってきました。
4636	391	392	4690	4689	2575	JLPT3	発音	はつおん	pronunciation	Verbal Noun	この単語を<b>発音</b>してください。	この たんご を <b>はつおん</b> して ください	Please pronounce this word.	発音[はつおん]	この 単語[たんご]を<b> 発音[はつおん]</b>してください。	この 単語[たんご]を<b>（　）</b>してください。
4637	615	950	5081	5080	4473	JLPT2	批評	ひひょう	criticism, comment	Verbal Noun	その映画はよい<b>批評</b>を得ているんだ。	その えいが は よい <b>ひひょう</b> を えて いる ん だ	The movie received critical acclaim.	批評[ひひょう]	その 映画[えいが]はよい<b> 批評[ひひょう]</b>を 得[え]ているんだ。	その 映画[えいが]はよい<b>（　）</b>を 得[え]ているんだ。
4638	950	951	5488	5487	4477	JLPT2	損	そん	loss, damage	Verbal Noun	パチンコで5000円<b>損</b>しました。	ぱちんこ で 5000 えん <b>そん</b> しました	I lost 5,000 yen at pachinko.	損[そん]	パチンコで5000 円[えん]<b> 損[そん]</b>しました。	パチンコで5000 円[えん]<b>（　）</b>しました。
4639	38	592	4047	4046	3493	JLPT2	大小	だいしょう	size	Noun	応募作品の<b>大小</b>は問いません。	おうぼ さくひん の <b>だいしょう</b> は といません	Submitted works of all sizes accepted.	大小[だいしょう]	応募作品[おうぼ さくひん]の<b> 大小[だいしょう]</b>は 問[と]いません。	応募作品[おうぼ さくひん]の<b>（　）</b>は 問[と]いません。
4640	645	646	5112	5111	3647	JLPT2	捕まる	つかまる	be caught, be arrested	Verb	彼女はついに<b>捕まりました</b>。	かのじょ は ついに <b>つかまりました</b>	She was finally caught.	捕[つか]まる	彼女[かのじょ]はついに<b> 捕[つか]まりました</b>。	彼女[かのじょ]はついに<b>（　）</b>。
4641	1230	1231	5703	5702	5121	JLPT1	嘆く	なげく	sigh, grieve	Verb	<b>嘆いていて</b>も何も変わりません。	<b>なげいていて</b> も なに も かわりません	Grieving won't change anything.	嘆[なげ]く	<b> 嘆[なげ]いていて</b>も 何[なに]も 変[か]わりません。	<b>（　）</b>も 何[なに]も 変[か]わりません。
4642	1032	1033	5570	5569	4737	JLPT2	免許	めんきょ	license, permit	Noun	やっと運転<b>免許</b>を手に入れたよ。	やっと うんてん <b>めんきょ</b> を て に いれた よ	I finally got my driver's license.	免許[めんきょ]	やっと 運転[うんてん]<b> 免許[めんきょ]</b>を 手[て]に 入[い]れたよ。	やっと 運転[うんてん]<b>（　）</b>を 手[て]に 入[い]れたよ。
4643	1162	1163	5669	5668	5053	JLPT0	盛り上げる	もりあげる	build up excitement	Verb	応援団が試合を<b>盛り上げた</b>んだ。	おうえんだん が しあい を <b>もりあげた</b> ん だ	The cheering squad boosted the excitement of the game.	盛[も]り 上[あ]げる	応援団[おうえんだん]が 試合[しあい]を<b> 盛[も]り 上[あ]げた</b>んだ。	応援団[おうえんだん]が 試合[しあい]を<b>（　）</b>んだ。
4644	858	859	5370	5369	4209	JLPT2	縮める	ちぢめる	contract, shorten	Verb	彼はタイムを1秒<b>縮めた</b>の。	かれ は たいむ を 1 びょう <b>ちぢめた</b> の	He reduced the time by one second.	縮[ちぢ]める	彼[かれ]はタイムを1 秒[びょう]<b> 縮[ちぢ]めた</b>の。	彼[かれ]はタイムを1 秒[びょう]<b>（　）</b>の。
4645	809	810	5307	5306	4069	JLPT0	付属	ふぞく	attachment, belonging	Verbal Noun	このソフトには色々なツールが<b>付属</b>しています。	この そふと に は いろいろ な つーる が <b>ふぞく</b> して います	Various tools are included with this software.	付属[ふぞく]	このソフトには 色々[いろいろ]なツールが<b> 付属[ふぞく]</b>しています。	このソフトには 色々[いろいろ]なツールが<b>（　）</b>しています。
4646	1507	1508	5856	5855	5516	JLPT3	漫画	まんが	manga, comics	Noun	妹は<b>漫画</b>が好きです。	いもうと は <b>まんが</b> が すき です	My little sister likes manga.	漫画[まんが]	妹[いもうと]は<b> 漫画[まんが]</b>が 好[す]きです。	妹[いもうと]は<b>（　）</b>が 好[す]きです。
4647	239	1169	4382	4381	5064	JLPT2	名人	めいじん	master, master hand	Noun	彼は釣りの<b>名人</b>です。	かれ は つり の <b>めいじん</b> です	He's an expert angler.	名人[めいじん]	彼[かれ]は 釣[つ]りの<b> 名人[めいじん]</b>です。	彼[かれ]は 釣[つ]りの<b>（　）</b>です。
4648	106	121	4136	4135	2076	JLPT0	前方	ぜんぽう	front	Noun	<b>前方</b>に山が見えますね。	<b>ぜんぽう</b> に やま が みえます ね	We can see the mountain ahead.	前方[ぜんぽう]	<b> 前方[ぜんぽう]</b>に 山[やま]が 見[み]えますね。	<b>（　）</b>に 山[やま]が 見[み]えますね。
4649	1637	1638	5901	5900	5653	JLPT1	励ます	はげます	encourage, urge	Verb	父が息子を<b>励ました</b>の。	ちち が むすこ を <b>はげました</b> の	The father encouraged his son.	励[はげ]ます	父[ちち]が 息子[むすこ]を<b> 励[はげ]ました</b>の。	父[ちち]が 息子[むすこ]を<b>（　）</b>の。
